,SKU,Date,Unit Sales,Dollar Sales
753,50012011340,2015-02-13,3,14.97
754,50012011340,2015-02-14,2,9.98
755,50012011340,2015-02-16,1,4.99
756,50012011340,2015-02-17,1,4.99
757,50012011340,2015-02-18,3,14.97
758,50012011340,2015-02-19,1,4.99
759,50012011340,2015-02-21,2,9.98
760,50012011340,2015-02-24,5,24.95
761,50012011340,2015-02-25,4,19.96
762,50012011340,2015-02-26,1,4.99
763,50012011340,2015-02-27,2,9.98
764,50012011340,2015-02-28,2,9.98
765,50012011340,2015-03-04,1,4.99
766,50012011340,2015-03-06,3,14.97
767,50012011340,2015-03-07,1,4.99
768,50012011340,2015-03-09,5,24.95
769,50012011340,2015-03-11,2,9.98
770,50012011340,2015-03-13,3,14.97
771,50012011340,2015-03-14,1,4.99
772,50012011340,2015-03-16,2,9.98
773,50012011340,2015-03-17,2,9.98
776,50012011340,2015-03-21,2,9.98
777,50012011340,2015-03-23,1,12.99
778,50012011340,2015-03-24,6,29.94
779,50012011340,2015-03-25,2,9.98
780,50012011340,2015-03-26,3,14.97
781,50012011340,2015-03-28,4,19.96
783,50012011340,2015-04-01,2,9.98
784,50012011340,2015-04-02,3,14.97
785,50012011340,2015-04-03,2,9.98
786,50012011340,2015-04-04,3,14.97
787,50012011340,2015-04-06,1,4.99
788,50012011340,2015-04-08,1,4.99
789,50012011340,2015-04-13,2,9.98
790,50012011340,2015-04-14,3,14.97
791,50012011340,2015-04-15,1,4.99
792,50012011340,2015-04-16,3,14.97
793,50012011340,2015-04-18,3,14.97
794,50012011340,2015-04-20,1,4.99
795,50012011340,2015-04-23,2,9.98
796,50012011340,2015-04-25,1,4.99
797,50012011340,2015-04-27,2,9.98
798,50012011340,2015-04-28,2,9.98
799,50012011340,2015-04-29,3,14.97
801,50012011340,2015-05-02,1,4.99
802,50012011340,2015-05-04,1,4.99
803,50012011340,2015-05-06,1,4.99
804,50012011340,2015-05-08,1,4.99
805,50012011340,2015-05-12,1,4.99
806,50012011340,2015-05-13,2,9.98
807,50012011340,2015-05-14,5,24.95
808,50012011340,2015-05-16,1,4.99
809,50012011340,2015-05-18,2,9.98
810,50012011340,2015-05-19,1,4.99
811,50012011340,2015-05-20,3,14.97
812,50012011340,2015-05-21,2,9.98
813,50012011340,2015-05-25,2,9.98
814,50012011340,2015-05-26,1,4.99
815,50012011340,2015-05-27,1,4.99
816,50012011340,2015-05-28,1,4.99
817,50012011340,2015-05-29,1,4.99
818,50012011340,2015-06-01,1,4.99
819,50012011340,2015-06-02,1,4.99
820,50012011340,2015-06-03,1,4.99
821,50012011340,2015-06-06,1,4.99
822,50012011340,2015-06-08,1,4.99
824,50012011340,2015-06-10,1,4.99
825,50012011340,2015-06-11,3,14.97
826,50012011340,2015-06-12,2,9.98
827,50012011340,2015-06-15,2,9.98
830,50012011340,2015-06-19,2,9.98
831,50012011340,2015-06-23,3,14.97
832,50012011340,2015-06-26,2,9.98
833,50012011340,2015-06-27,1,4.99
834,50012011340,2015-06-29,1,4.99
835,50012011340,2015-06-30,1,4.99
836,50012011340,2015-07-01,1,4.99
837,50012011340,2015-07-02,1,4.99
838,50012011340,2015-07-03,1,4.99
841,50012011340,2015-07-08,1,4.99
842,50012011340,2015-07-09,1,4.99
843,50012011340,2015-07-10,3,14.97
845,50012011340,2015-07-15,2,9.98
846,50012011340,2015-07-16,3,14.97
847,50012011340,2015-07-17,2,9.98
848,50012011340,2015-07-18,1,4.99
849,50012011340,2015-07-21,1,4.99
850,50012011340,2015-07-23,1,4.99
851,50012011340,2015-07-24,2,9.98
852,50012011340,2015-07-27,3,14.97
853,50012011340,2015-07-28,2,9.98
854,50012011340,2015-07-29,1,4.99
855,50012011340,2015-07-30,1,4.99
856,50012011340,2015-07-31,1,4.99
857,50012011340,2015-08-01,2,9.98
858,50012011340,2015-08-03,2,9.98
859,50012011340,2015-08-04,1,4.99
860,50012011340,2015-08-07,3,14.97
861,50012011340,2015-08-08,3,14.97
862,50012011340,2015-08-10,3,14.97
863,50012011340,2015-08-13,2,9.98
864,50012011340,2015-08-15,1,4.99
865,50012011340,2015-08-17,2,9.98
866,50012011340,2015-08-18,1,12.99
867,50012011340,2015-08-20,1,4.99
869,50012011340,2015-08-22,1,4.99
870,50012011340,2015-08-24,2,9.98
871,50012011340,2015-08-25,2,9.98
872,50012011340,2015-08-26,3,14.97
873,50012011340,2015-08-27,1,4.99
874,50012011340,2015-08-28,2,9.98
875,50012011340,2015-08-29,2,9.98
876,50012011340,2015-08-31,2,9.98
878,50012011340,2015-09-02,4,19.96
879,50012011340,2015-09-03,1,4.99
880,50012011340,2015-09-04,1,4.99
882,50012011340,2015-09-07,3,14.97
883,50012011340,2015-09-08,5,24.95
884,50012011340,2015-09-10,1,4.99
886,50012011340,2015-09-12,3,14.97
887,50012011340,2015-09-14,1,4.99
888,50012011340,2015-09-15,1,4.99
889,50012011340,2015-09-17,3,14.97
890,50012011340,2015-09-18,3,14.97
892,50012011340,2015-09-21,2,9.98
895,50012011340,2015-09-25,2,9.98
896,50012011340,2015-09-26,2,9.98
897,50012011340,2015-09-28,1,4.99
898,50012011340,2015-09-29,2,9.98
899,50012011340,2015-09-30,4,19.96
900,50012011340,2015-10-01,1,4.99
901,50012011340,2015-10-02,1,4.99
902,50012011340,2015-10-03,2,9.98
903,50012011340,2015-10-05,2,9.98
904,50012011340,2015-10-06,1,4.99
905,50012011340,2015-10-09,-4,-19.96
906,50012011340,2015-10-10,2,9.98
907,50012011340,2015-10-13,3,14.97
908,50012011340,2015-10-14,2,9.98
909,50012011340,2015-10-16,5,24.95
910,50012011340,2015-10-17,2,9.98
911,50012011340,2015-10-19,1,4.99
912,50012011340,2015-10-20,4,19.96
913,50012011340,2015-10-21,1,4.99
914,50012011340,2015-10-22,4,19.96
915,50012011340,2015-10-23,2,9.98
916,50012011340,2015-10-24,2,9.98
917,50012011340,2015-10-26,2,9.98
919,50012011340,2015-10-30,-1,-4.99
920,50012011340,2015-10-31,2,9.98
921,50012011340,2015-11-02,4,19.96
922,50012011340,2015-11-03,3,14.97
923,50012011340,2015-11-04,4,19.96
924,50012011340,2015-11-07,1,4.99
925,50012011340,2015-11-09,2,9.98
926,50012011340,2015-11-10,1,4.99
927,50012011340,2015-11-11,2,9.98
928,50012011340,2015-11-12,2,9.98
929,50012011340,2015-11-13,1,4.99
930,50012011340,2015-11-14,1,12.99
931,50012011340,2015-11-16,2,9.98
932,50012011340,2015-11-17,3,14.97
933,50012011340,2015-11-19,2,9.98
934,50012011340,2015-11-20,1,4.99
935,50012011340,2015-11-21,1,4.99
936,50012011340,2015-11-23,1,12.99
937,50012011340,2015-11-24,3,14.97
938,50012011340,2015-11-25,6,29.94
939,50012011340,2015-11-26,1,4.99
940,50012011340,2015-11-28,2,9.98
941,50012011340,2015-11-30,2,9.98
942,50012011340,2015-12-01,3,14.97
943,50012011340,2015-12-03,1,4.99
944,50012011340,2015-12-04,2,9.98
945,50012011340,2015-12-05,1,4.99
946,50012011340,2015-12-07,1,4.99
947,50012011340,2015-12-08,2,9.98
948,50012011340,2015-12-10,2,9.98
949,50012011340,2015-12-11,2,9.98
950,50012011340,2015-12-12,2,9.98
951,50012011340,2015-12-14,2,9.98
952,50012011340,2015-12-18,2,9.98
953,50012011340,2015-12-19,2,9.98
955,50012011340,2015-12-22,2,9.98
956,50012011340,2015-12-23,1,4.99
957,50012011340,2015-12-24,1,12.99
958,50012011340,2015-12-26,1,4.99
959,50012011340,2015-12-28,3,14.97
960,50012011340,2015-12-29,3,14.97
961,50012011340,2015-12-30,2,9.98
962,50012011340,2016-01-01,3,14.97
963,50012011341,2016-01-04,2,9.98
964,50012011341,2016-01-06,3,14.97
965,50012011341,2016-01-07,3,14.97
966,50012011341,2016-01-11,3,14.97
967,50012011341,2016-01-12,2,9.98
968,50012011341,2016-01-13,2,9.98
970,50012011341,2016-01-16,1,4.99
971,50012011341,2016-01-18,1,4.99
972,50012011341,2016-01-19,4,19.96
973,50012011341,2016-01-20,2,9.98
974,50012011341,2016-01-21,3,14.97
975,50012011341,2016-01-22,2,9.98
976,50012011341,2016-01-23,1,12.99
977,50012011341,2016-01-25,1,4.99
978,50012011341,2016-01-26,4,19.96
979,50012011341,2016-01-27,3,14.97
980,50012011341,2016-01-28,3,14.97
981,50012011341,2016-01-29,4,19.96
982,50012011341,2016-01-30,3,14.97
983,50012011341,2016-02-01,5,24.95
984,50012011341,2016-02-03,2,9.98
985,50012011341,2016-02-04,3,14.97
986,50012011341,2016-02-08,5,24.95
987,50012011341,2016-02-09,3,14.97
988,50012011341,2016-02-10,3,14.97
989,50012011341,2016-02-11,2,9.98
990,50012011341,2016-02-12,4,19.96
991,50012011341,2016-02-13,1,4.99
992,50012011341,2016-02-15,5,24.95
993,50012011341,2016-02-16,2,9.98
994,50012011341,2016-02-18,2,9.98
995,50012011341,2016-02-19,1,4.99
996,50012011341,2016-02-20,3,14.97
997,50012011341,2016-02-22,3,14.97
998,50012011341,2016-02-23,2,9.98
999,50012011341,2016-02-24,1,4.99
1000,50012011341,2016-02-25,2,9.98
1001,50012011341,2016-02-26,1,4.99
1002,50012011341,2016-03-01,1,4.99
1004,50012011341,2016-03-03,2,9.98
1005,50012011341,2016-03-04,3,14.97
1006,50012011341,2016-03-05,1,4.99
1007,50012011341,2016-03-08,1,4.99
1008,50012011341,2016-03-09,2,9.98
1009,50012011341,2016-03-10,2,9.98
1010,50012011341,2016-03-12,2,9.98
1011,50012011341,2016-03-14,3,14.97
1012,50012011341,2016-03-15,1,4.99
1013,50012011341,2016-03-16,1,4.99
1014,50012011341,2016-03-17,1,4.99
1015,50012011341,2016-03-18,1,4.99
1016,50012011341,2016-03-19,2,9.98
1017,50012011341,2016-03-22,1,4.99
1018,50012011341,2016-03-23,2,9.98
1019,50012011341,2016-03-25,3,14.97
1020,50012011341,2016-03-28,3,14.97
1021,50012011341,2016-03-29,3,14.97
1022,50012011341,2016-03-30,1,4.99
1023,50012011341,2016-04-04,3,14.97
1024,50012011341,2016-04-05,2,9.98
1025,50012011341,2016-04-07,2,9.98
1026,50012011341,2016-04-08,2,9.98
1027,50012011341,2016-04-09,4,19.96
1028,50012011341,2016-04-11,2,9.98
1029,50012011341,2016-04-12,3,14.97
1030,50012011341,2016-04-13,1,4.99
1031,50012011341,2016-04-14,2,9.98
1032,50012011341,2016-04-15,2,9.98
1033,50012011341,2016-04-16,1,4.99
1034,50012011341,2016-04-19,1,4.99
1035,50012011341,2016-04-20,4,19.96
1036,50012011341,2016-04-21,1,4.99
1037,50012011341,2016-04-23,1,4.99
1038,50012011341,2016-04-25,2,9.98
1039,50012011341,2016-04-27,1,4.99
1040,50012011341,2016-04-28,4,19.96
1041,50012011341,2016-04-29,2,9.98
1042,50012011341,2016-04-30,4,19.96
1043,50012011341,2016-05-02,1,4.99
1044,50012011341,2016-05-03,1,4.99
1046,50012011341,2016-05-09,2,9.98
1047,50012011341,2016-05-10,2,25.98
1048,50012011341,2016-05-13,3,14.97
1049,50012011341,2016-05-14,1,4.99
1050,50012011341,2016-05-16,1,4.99
1051,50012011341,2016-05-17,1,4.99
1052,50012011341,2016-05-20,2,9.98
1053,50012011341,2016-05-21,2,9.98
1054,50012011341,2016-05-23,2,9.98
1055,50012011341,2016-05-24,3,14.97
1057,50012011341,2016-05-27,1,4.99
1058,50012011341,2016-05-30,2,9.98
1059,50012011341,2016-05-31,2,9.98
1060,50012011341,2016-06-01,3,14.97
1061,50012011341,2016-06-02,2,9.98
1062,50012011341,2016-06-04,4,19.96
1063,50012011341,2016-06-06,1,4.99
1065,50012011341,2016-06-08,3,14.97
1066,50012011341,2016-06-09,3,14.97
1068,50012011341,2016-06-11,1,4.99
1069,50012011341,2016-06-13,1,4.99
1070,50012011341,2016-06-14,1,4.99
1071,50012011341,2016-06-16,2,9.98
1072,50012011341,2016-06-17,2,9.98
1073,50012011341,2016-06-18,1,4.99
1074,50012011341,2016-06-20,2,9.98
1075,50012011341,2016-06-22,2,9.98
1076,50012011341,2016-06-23,2,9.98
1078,50012011341,2016-06-27,1,4.99
1079,50012011341,2016-06-28,3,14.97
1081,50012011341,2016-07-02,3,14.97
1082,50012011341,2016-07-04,5,24.95
1083,50012011341,2016-07-05,4,19.96
1084,50012011341,2016-07-06,1,4.99
1085,50012011341,2016-07-08,1,4.99
1086,50012011341,2016-07-12,3,14.97
1087,50012011341,2016-07-13,2,9.98
1088,50012011341,2016-07-14,1,4.99
1089,50012011341,2016-07-15,1,4.99
1090,50012011341,2016-07-16,2,9.98
1091,50012011341,2016-07-18,2,9.98
1092,50012011341,2016-07-19,4,19.96
1093,50012011341,2016-07-20,2,9.98
1094,50012011341,2016-07-21,-2,-9.98
1095,50012011341,2016-07-22,1,4.99
1096,50012011341,2016-07-23,2,25.98
1097,50012011341,2016-07-25,1,4.99
1098,50012011341,2016-07-26,1,4.99
1099,50012011341,2016-07-27,3,14.97
1100,50012011341,2016-07-29,1,4.99
1101,50012011341,2016-07-30,-1,-4.99
1102,50012011341,2016-08-01,1,4.99
1103,50012011341,2016-08-02,1,4.99
1104,50012011341,2016-08-03,2,9.98
1105,50012011341,2016-08-04,2,9.98
1106,50012011341,2016-08-05,1,4.99
1107,50012011341,2016-08-06,3,14.97
1108,50013000110,2016-05-02,34,441.66
1109,50013000110,2016-05-03,32,415.68
1110,50013000110,2016-05-04,23,298.77
1111,50013000110,2016-05-05,34,441.66
1112,50013000110,2016-05-06,31,402.69
1113,50013000110,2016-05-07,41,532.59
1114,50013000110,2016-05-09,36,467.64
1115,50013000110,2016-05-10,33,428.67
1116,50013000110,2016-05-11,26,337.74
1117,50013000110,2016-05-12,25,324.75
1118,50013000110,2016-05-13,33,428.67
1119,50013000110,2016-05-14,36,467.64
1120,50013000110,2016-05-16,30,389.7
1121,50013000110,2016-05-17,30,389.7
1122,50013000110,2016-05-18,25,324.75
1123,50013000110,2016-05-19,33,428.67
1124,50013000110,2016-05-20,26,337.74
1125,50013000110,2016-05-21,26,337.74
1126,50013000110,2016-05-23,25,324.75
1127,50013000110,2016-05-24,25,324.75
1128,50013000110,2016-05-25,25,324.75
1129,50013000110,2016-05-26,42,545.58
1130,50013000110,2016-05-27,18,233.82
1131,50013000110,2016-05-28,17,220.83
1132,50013000110,2016-05-30,28,363.72
1133,50013000110,2016-05-31,31,402.69
1134,50013000110,2016-06-01,36,467.64
1135,8000451112,2014-08-25,8,103.92
1136,8000451112,2014-08-28,11,142.89
1137,8000451112,2014-08-30,36,467.64
1138,8000451112,2014-09-01,2,25.98
1139,8000451112,2014-09-01,2,25.98
1140,8000451112,2014-09-02,3,38.97
1141,8000451112,2014-09-02,3,38.97
1142,8000451112,2014-09-03,4,51.96
1143,8000451112,2014-09-06,32,415.68
1144,8000451112,2014-09-08,2,51.98
1145,8000451112,2014-09-08,8,103.92
1146,8000451112,2014-09-09,3,38.97
1147,8000451112,2014-09-10,4,103.96
1148,8000451112,2014-09-10,11,142.89
1149,8000451112,2014-09-11,11,142.89
1150,8000451112,2014-09-15,2,25.98
1151,8000451112,2014-09-19,11,142.89
1152,8000451112,2014-09-20,11,142.89
1153,8000451112,2014-09-22,2,51.98
1154,8000451112,2014-09-22,2,51.98
1155,8000451112,2014-09-24,11,142.89
1156,8000451112,2014-09-25,11,142.89
1157,8000451112,2014-09-26,11,142.89
1158,8000451112,2014-09-27,11,142.89
1159,8000451112,2014-09-29,2,51.98
1160,8000451112,2014-09-30,3,38.97
1161,8000451112,2014-10-01,11,142.89
1162,8000451112,2014-10-13,2,51.98
1163,8000451112,2014-10-13,8,103.92
1164,8000451112,2014-10-13,12,155.88
1165,8000451112,2014-10-17,40,519.6
1166,8000451112,2014-10-18,38,493.62
1167,8000451112,2014-10-27,2,25.98
1168,8000451112,2014-10-27,2,51.98
1169,8000451112,2014-10-28,3,38.97
1170,8000451112,2014-10-29,4,51.96
1171,8000451112,2014-10-29,4,51.96
1172,8000451112,2014-10-29,11,142.89
1173,8000451112,2014-11-03,2,51.98
1174,8000451112,2014-11-05,4,51.96
1175,8000451112,2014-11-05,4,51.96
1176,8000451112,2014-11-06,6,77.94
1177,8000451112,2014-11-12,4,51.96
1178,8000451112,2014-11-12,11,142.89
1179,8000451112,2014-11-17,2,25.98
1180,8000451112,2014-11-17,2,25.98
1181,8000451112,2014-11-17,8,207.92
1182,8000451112,2014-11-19,4,51.96
1183,8000451112,2014-11-19,4,51.96
1184,8000451112,2014-11-20,16,207.84
1185,8000451112,2014-11-24,2,25.98
1186,8000451112,2014-11-24,8,103.92
1187,8000451112,2014-11-25,3,38.97
1188,8000451112,2014-11-26,4,51.96
1189,8000451112,2014-11-27,6,77.94
1190,8000451112,2014-11-27,11,142.89
1191,8000451112,2014-12-01,2,25.98
1192,8000451112,2014-12-01,2,25.98
1193,8000451112,2014-12-01,2,51.98
1194,8000451112,2014-12-01,8,103.92
1195,8000451112,2014-12-03,11,142.89
1196,8000451112,2014-12-06,32,415.68
1197,8000451112,2014-12-08,2,51.98
1198,8000451112,2014-12-09,12,155.88
1199,8000451112,2014-12-10,4,51.96
1200,8000451112,2014-12-10,11,142.89
1201,8000451112,2014-12-12,41,532.59
1202,8000451112,2014-12-13,11,252.89
1203,8000451112,2014-12-13,31,402.69
1204,8000451112,2014-12-15,2,25.98
1205,8000451112,2014-12-15,2,51.98
1206,8000451112,2014-12-15,12,155.88
1207,8000451112,2014-12-16,3,38.97
1208,8000451112,2014-12-17,4,51.96
1209,8000451112,2014-12-19,33,428.67
1210,8000451112,2014-12-20,34,441.66
1211,8000451112,2014-12-22,12,311.88
1212,8000451112,2014-12-22,12,311.88
1213,8000451112,2014-12-24,11,142.89
1214,8000451112,2014-12-25,16,415.84
1215,8000451112,2014-12-29,12,155.88
1216,8000451112,2015-01-01,11,142.89
1217,8000451112,2015-01-05,2,25.98
1218,8000451112,2015-01-05,2,25.98
1219,8000451112,2015-01-05,8,103.92
1220,8000451112,2015-01-05,8,103.92
1221,8000451112,2015-01-07,11,142.89
1222,8000451112,2015-01-07,12,155.88
1223,8000451112,2015-01-08,11,142.89
1224,8000451112,2015-01-10,11,142.89
1225,8000451112,2015-01-12,2,25.98
1226,8000451112,2015-01-12,8,103.92
1227,8000451112,2015-01-12,12,155.88
1228,8000451112,2015-01-16,11,142.89
1229,8000451112,2015-01-16,11,142.89
1230,8000451112,2015-01-16,11,142.89
1231,8000451112,2015-01-17,11,142.89
1232,8000451112,2015-01-19,2,51.98
1233,8000451112,2015-01-21,12,155.88
1234,8000451112,2015-01-22,16,207.84
1235,8000451112,2015-01-23,33,428.67
1236,8000451112,2015-01-24,11,252.89
1237,8000451112,2015-01-24,39,506.61
1238,8000451112,2015-01-26,2,25.98
1239,8000451112,2015-01-26,2,51.98
1240,8000451112,2015-01-27,3,38.97
1241,8000451112,2015-01-28,4,51.96
1242,8000451112,2015-02-02,2,25.98
1243,8000451112,2015-02-02,2,51.98
1244,8000451112,2015-02-02,12,155.88
1245,8000451112,2015-02-03,3,38.97
1246,8000451112,2015-02-04,4,51.96
1247,8000451112,2015-02-06,11,142.89
1248,8000451112,2015-02-09,2,59.98
1249,8000451112,2015-02-12,11,252.89
1250,8000451112,2015-02-16,12,275.88
1251,8000451112,2015-02-18,4,51.96
1252,8000451112,2015-02-18,4,51.96
1253,8000451112,2015-02-18,11,142.89
1254,8000451112,2015-02-19,11,142.89
1255,8000451112,2015-02-21,11,252.89
1256,8000451112,2015-02-23,2,59.98
1257,8000451112,2015-02-25,4,51.96
1258,8000451112,2015-02-26,11,142.89
1259,8000451112,2015-03-02,2,25.98
1260,8000451112,2015-03-02,2,25.98
1261,8000451112,2015-03-02,2,59.98
1262,8000451112,2015-03-02,2,59.98
1263,8000451112,2015-03-02,8,103.92
1264,8000451112,2015-03-03,12,155.88
1265,8000451112,2015-03-07,11,142.89
1266,8000451112,2015-03-09,8,103.92
1267,8000451112,2015-03-10,3,38.97
1268,8000451112,2015-03-10,3,38.97
1269,8000451112,2015-03-11,4,51.96
1270,8000451112,2015-03-11,11,142.89
1271,8000451112,2015-03-12,11,142.89
1272,8000451112,2015-03-13,33,428.67
1273,8000451112,2015-03-14,36,467.64
1274,8000451112,2015-03-16,2,59.98
1275,8000451112,2015-03-17,3,38.97
1276,8000451112,2015-03-18,4,51.96
1277,8000451112,2015-03-18,11,252.89
1278,8000451112,2015-03-19,6,77.94
1279,8000451112,2015-03-19,11,142.89
1280,8000451112,2015-03-20,11,142.89
1281,8000451112,2015-03-21,11,142.89
1282,8000451112,2015-03-23,8,103.92
1283,8000451112,2015-03-24,12,155.88
1284,8000451112,2015-03-25,4,51.96
1285,8000451112,2015-03-27,36,467.64
1286,8000451112,2015-03-28,11,142.89
1287,8000451112,2015-03-31,3,38.97
1288,8000451112,2015-04-02,11,142.89
1289,8000451112,2015-04-02,11,142.89
1290,8000451112,2015-04-03,11,142.89
1291,8000451112,2015-04-03,32,415.68
1292,8000451112,2015-04-04,32,415.68
1293,8000451112,2015-04-06,2,25.98
1294,8000451112,2015-04-06,2,25.98
1295,8000451112,2015-04-06,2,59.98
1296,8000451112,2015-04-07,3,38.97
1297,8000451112,2015-04-08,11,142.89
1298,8000451112,2015-04-13,2,25.98
1299,8000451112,2015-04-13,2,25.98
1300,8000451112,2015-04-13,2,59.98
1301,8000451112,2015-04-14,12,155.88
1302,8000451112,2015-04-14,12,155.88
1303,8000451112,2015-04-15,4,51.96
1304,8000451112,2015-04-16,11,142.89
1305,8000451112,2015-04-18,34,441.66
1306,8000451112,2015-04-21,3,38.97
1307,8000451112,2015-04-21,3,38.97
1308,8000451112,2015-04-21,12,155.88
1309,8000451112,2015-04-22,4,51.96
1310,8000451112,2015-04-22,4,119.96
1311,8000451112,2015-04-22,12,155.88
1312,8000451112,2015-04-24,11,142.89
1313,8000451112,2015-04-25,11,142.89
1314,8000451112,2015-04-27,2,25.98
1315,8000451112,2015-04-27,2,25.98
1316,8000451112,2015-04-27,2,59.98
1317,8000451112,2015-04-27,12,155.88
1318,8000451112,2015-05-01,32,415.68
1319,8000451112,2015-05-02,36,467.64
1320,8000451112,2015-05-04,2,25.98
1321,8000451112,2015-05-06,4,51.96
1322,8000451112,2015-05-07,6,77.94
1323,8000451112,2015-05-07,16,207.84
1324,8000451112,2015-05-11,2,59.98
1325,8000451112,2015-05-11,2,59.98
1326,8000451112,2015-05-12,12,155.88
1327,8000451112,2015-05-12,12,155.88
1328,8000451112,2015-05-13,4,51.96
1329,8000451112,2015-05-13,12,155.88
1330,8000451112,2015-05-14,11,142.89
1331,8000451112,2015-05-15,11,142.89
1332,8000451112,2015-05-18,2,25.98
1333,8000451112,2015-05-20,4,51.96
1334,8000451112,2015-05-20,11,142.89
1335,8000451112,2015-05-20,11,142.89
1336,8000451112,2015-05-25,2,25.98
1337,8000451112,2015-05-25,2,59.98
1338,8000451112,2015-05-25,2,59.98
1339,8000451112,2015-05-26,3,38.97
1340,8000451112,2015-05-27,4,51.96
1341,8000451112,2015-05-29,34,441.66
1342,8000451112,2015-05-30,11,252.89
1343,8000451112,2015-05-30,31,402.69
1344,8000451112,2015-06-01,12,275.88
1345,8000451112,2015-06-02,3,38.97
1346,8000451112,2015-06-03,4,51.96
1347,8000451112,2015-06-08,2,59.98
1348,8000451112,2015-06-08,12,155.88
1349,8000451112,2015-06-12,11,142.89
1350,8000451112,2015-06-15,2,59.98
1351,8000451112,2015-06-15,12,155.88
1352,8000451112,2015-06-16,3,38.97
1353,8000451112,2015-06-16,12,155.88
1354,8000451112,2015-06-18,11,142.89
1355,8000451112,2015-06-22,8,103.92
1356,8000451112,2015-06-22,12,155.88
1357,8000451112,2015-06-25,11,142.89
1358,8000451112,2015-07-04,34,441.66
1359,8000451112,2015-07-04,35,454.65
1360,8000451112,2015-07-06,2,25.98
1361,8000451112,2015-07-06,2,25.98
1362,8000451112,2015-07-08,4,51.96
1363,8000451112,2015-07-08,4,51.96
1364,8000451112,2015-07-13,2,25.98
1365,8000451112,2015-07-13,2,25.98
1366,8000451112,2015-07-13,2,59.98
1367,8000451112,2015-07-13,12,275.88
1368,8000451112,2015-07-15,4,51.96
1369,8000451112,2015-07-15,12,155.88
1370,8000451112,2015-07-18,36,467.64
1371,8000451112,2015-07-21,3,38.97
1372,8000451112,2015-07-25,35,454.65
1373,8000451112,2015-07-27,2,25.98
1374,8000451112,2015-07-28,3,38.97
1375,8000451112,2015-07-28,12,155.88
1376,8000451112,2015-07-29,4,51.96
1377,8000451112,2015-08-03,8,103.92
1378,8000451112,2015-08-04,12,155.88
1379,8000451112,2015-08-05,12,155.88
1380,8000451112,2015-08-06,11,142.89
1381,8000451112,2015-08-07,11,142.89
1382,8000451112,2015-08-08,42,545.58
1383,8000451112,2015-08-11,3,38.97
1384,8000451112,2015-08-11,3,38.97
1385,8000451112,2015-08-14,11,142.89
1386,8000451112,2015-08-15,34,441.66
1387,8000451112,2015-08-17,2,25.98
1388,8000451112,2015-08-17,2,59.98
1389,8000451112,2015-08-18,12,155.88
1390,8000451112,2015-08-19,12,155.88
1391,8000451112,2015-08-21,11,142.89
1392,8000451112,2015-08-21,32,415.68
1393,8000451112,2015-08-22,11,142.89
1394,8000451112,2015-08-22,40,519.6
1395,8000451112,2015-08-24,8,103.92
1396,8000451112,2015-08-25,12,155.88
1397,8000451112,2015-08-26,11,142.89
1398,8000451112,2015-08-27,16,207.84
1399,8000451112,2015-08-28,34,441.66
1400,8000451112,2015-08-29,31,402.69
1401,8000451112,2015-08-31,8,103.92
1402,8000451112,2015-08-31,8,103.92
1403,8000451112,2015-08-31,35,454.65
1404,8000451112,2015-09-04,34,441.66
1405,8000451112,2015-09-05,31,402.69
1406,8000451112,2015-09-05,35,454.65
1407,8000451112,2015-09-07,8,103.92
1408,8000451112,2015-09-12,11,252.89
1409,8000451112,2015-09-12,39,506.61
1410,8000451112,2015-09-14,32,415.68
1411,8000451112,2015-09-16,11,142.89
1412,8000451112,2015-09-18,33,428.67
1413,8000451112,2015-09-19,31,402.69
1414,8000451112,2015-09-19,37,480.63
1415,8000451112,2015-09-19,41,532.59
1416,8000451112,2015-09-21,12,155.88
1417,8000451112,2015-09-24,16,207.84
1418,8000451112,2015-09-26,35,454.65
1419,8000451112,2015-09-29,12,155.88
1420,8000451112,2015-10-03,36,467.64
1421,8000451112,2015-10-03,39,506.61
1422,8000451112,2015-10-05,8,103.92
1423,8000451112,2015-10-09,33,428.67
1424,8000451112,2015-10-09,39,506.61
1425,8000451112,2015-10-12,2,25.98
1426,8000451112,2015-10-13,32,415.68
1427,8000451112,2015-10-14,4,51.96
1428,8000451112,2015-10-15,36,467.64
1429,8000451112,2015-10-20,12,155.88
1430,8000451112,2015-10-20,12,275.88
1431,8000451112,2015-10-22,11,142.89
1432,8000451112,2015-10-22,33,428.67
1433,8000451112,2015-10-23,37,480.63
1434,8000451112,2015-10-28,11,142.89
1435,8000451112,2015-10-30,40,519.6
1436,8000451112,2015-10-31,31,402.69
1437,8000451112,2015-10-31,34,441.66
1438,8000451112,2015-11-02,2,25.98
1439,8000451112,2015-11-02,2,59.98
1440,8000451112,2015-11-04,11,142.89
1441,8000451112,2015-11-07,35,454.65
1442,8000451112,2015-11-07,38,493.62
1443,8000451112,2015-11-10,12,155.88
1444,8000451112,2015-11-11,11,142.89
1445,8000451112,2015-11-12,11,142.89
1446,8000451112,2015-11-13,34,441.66
1447,8000451112,2015-11-14,42,545.58
1448,8000451112,2015-11-16,2,59.98
1449,8000451112,2015-11-17,12,155.88
1450,8000451112,2015-11-18,4,119.96
1451,8000451112,2015-11-19,33,428.67
1452,8000451112,2015-11-20,34,441.66
1453,8000451112,2015-11-20,39,506.61
1454,8000451112,2015-11-21,36,467.64
1455,8000451112,2015-11-21,39,506.61
